Date,AAPL,MSFT,GOOGL,AMZN,TSLA,META,NVDA,AMD,INTC,IBM,ORCL,CSCO,ADBE,SAP,CRM,QCOM,SHOP,NFLX,PYPL,UBER
2025-01-02 00:00:00-05:00,242.9874267578125,416.2925109863281,188.81442260742188,220.22000122070312,379.2799987792969,598.2470703125,138.27987670898438,120.62999725341797,20.219999313354492,215.58255004882812,164.68016052246094,57.962135314941406,441.0,240.9415283203125,329.61859130859375,151.04396057128906,107.52999877929688,886.72998046875,86.18000030517578,63.16999816894531
2025-01-03 00:00:00-05:00,242.49916076660156,421.0364685058594,191.166748046875,224.19000244140625,410.44000244140625,603.6281127929688,144.43853759765625,125.37000274658203,20.559999465942383,218.2388458251953,164.9678192138672,58.12012481689453,430.57000732421875,239.2369384765625,331.8515319824219,155.16314697265625,109.25,881.0499877929688,87.5999984741211,64.58999633789062
2025-01-06 00:00:00-05:00,244.1333465576172,425.5118713378906,196.23025512695312,227.61000061035156,411.04998779296875,629.15576171875,149.39744567871094,129.5500030517578,19.8700008392334,218.25845336914062,164.34292602539062,58.03125762939453,431.17999267578125,244.83631896972656,329.4889831542969,157.14901733398438,114.23999786376953,881.7899780273438,89.52999877929688,66.30999755859375
2025-01-07 00:00:00-05:00,241.3532257080078,420.0617980957031,194.854736328125,222.11000061035156,394.3599853515625,616.8661499023438,140.10946655273438,127.33000183105469,20.010000228881836,219.5229034423828,160.71267700195312,58.189247131347656,422.6300048828125,247.27426147460938,323.9066162109375,157.80770874023438,106.77999877929688,879.1900024414062,87.97000122070312,66.1500015258789
2025-01-08 00:00:00-05:00,241.8414764404297,422.2398681640625,193.3197479248047,222.1300048828125,394.94000244140625,609.7080078125,140.07948303222656,121.83999633789062,19.8799991607666,218.7583465576172,161.81365966796875,58.45585250854492,419.5799865722656,251.21861267089844,325.8703918457031,156.39202880859375,107.63999938964844,875.0,87.94000244140625,64.91000366210938
2025-01-10 00:00:00-05:00,236.01219177246094,416.6604919433594,191.41592407226562,218.94000244140625,394.739990234375,614.8394775390625,135.8804168701172,116.04000091552734,19.149999618530273,215.3963165283203,153.6205596923828,58.00163650512695,405.9200134277344,249.2761688232422,316.84893798828125,154.32749938964844,103.70999908447266,837.6900024414062,83.36000061035156,65.97000122070312
2025-01-13 00:00:00-05:00,233.5708465576172,414.9101257324219,190.38929748535156,218.4600067138672,403.30999755859375,607.3219604492188,133.20098876953125,117.31999969482422,19.200000762939453,213.09286499023438,153.0438690185547,58.02138137817383,408.5,247.29408264160156,318.0650939941406,154.47499084472656,101.76000213623047,840.2899780273438,83.98999786376953,65.69999694824219
2025-01-14 00:00:00-05:00,232.45480346679688,413.3984375,189.04367065429688,217.75999450683594,396.3599853515625,593.2652587890625,131.73129272460938,116.08999633789062,19.200000762939453,213.43594360351562,155.42025756835938,58.5842170715332,412.7099914550781,251.228515625,322.52099609375,156.8344268798828,101.61000061035156,828.4000244140625,87.18000030517578,64.83999633789062
2025-01-15 00:00:00-05:00,237.02854919433594,423.98028564453125,194.91453552246094,223.35000610351562,428.2200012207031,616.0973510742188,136.21034240722656,119.95999908447266,19.719999313354492,215.67076110839844,157.40887451171875,59.22604751586914,417.2799987792969,259.4442443847656,320.14849853515625,161.63198852539062,104.23999786376953,848.260009765625,89.63999938964844,67.0199966430664
2025-01-16 00:00:00-05:00,227.4525604248047,422.25970458984375,192.28311157226562,220.66000366210938,413.82000732421875,610.2870483398438,133.54090881347656,118.44000244140625,19.670000076293945,218.24867248535156,158.63186645507812,59.068058013916016,426.92999267578125,259.2361145019531,318.9921569824219,158.7023162841797,103.5,842.3699951171875,88.91999816894531,68.58000183105469
2025-01-17 00:00:00-05:00,229.16647338867188,426.6854248046875,195.3630828857422,225.94000244140625,426.5,611.754638671875,137.6800079345703,121.45999908447266,21.489999771118164,220.33644104003906,160.11338806152344,59.472900390625,429.989990234375,260.47491455078125,323.5378112792969,161.7794189453125,103.3499984741211,858.0999755859375,91.80999755859375,67.33999633789062
2025-01-21 00:00:00-05:00,221.85243225097656,426.1582946777344,197.4064178466797,230.7100067138672,424.07000732421875,615.4385375976562,140.79933166503906,122.27999877929688,21.770000457763672,219.81695556640625,171.58770751953125,60.262847900390625,436.3599853515625,266.8770446777344,325.8105773925781,164.4436492919922,106.27999877929688,869.6799926757812,89.7699966430664,67.73999786376953
2025-01-22 00:00:00-05:00,223.03823852539062,443.7616271972656,197.72537231445312,235.00999450683594,415.1099853515625,622.4668579101562,147.03799438476562,123.75,21.860000610351562,218.83676147460938,183.17138671875,60.85530471801758,437.32000732421875,270.5538024902344,331.5723876953125,167.36346435546875,106.37000274658203,953.989990234375,89.8499984741211,67.81999969482422
2025-01-23 00:00:00-05:00,222.8688507080078,444.2687683105469,197.33665466308594,235.4199981689453,412.3800048828125,635.3953857421875,147.1879425048828,123.04000091552734,21.56999969482422,221.5616912841797,185.40858459472656,61.44776153564453,437.2799987792969,272.9025573730469,333.60595703125,171.41384887695312,106.0999984741211,984.8599853515625,89.7300033569336,68.30000305175781
2025-01-24 00:00:00-05:00,221.991943359375,441.6332702636719,199.5594024658203,234.85000610351562,406.5799865722656,646.4171142578125,142.58892822265625,122.83999633789062,20.829999923706055,220.3462677001953,182.55491638183594,61.44776153564453,435.3800048828125,273.8143310546875,332.82843017578125,169.2018585205078,107.68000030517578,977.5900268554688,89.11000061035156,68.55999755859375
2025-01-27 00:00:00-05:00,229.04690551757812,432.1851806640625,191.18670654296875,235.4199981689453,397.1499938964844,658.7865600585938,118.39420318603516,115.01000213623047,20.290000915527344,219.68954467773438,157.37904357910156,58.337364196777344,438.6000061035156,273.1304931640625,346.0068054199219,168.28756713867188,107.37999725341797,971.8900146484375,90.23999786376953,68.7699966430664
2025-01-28 00:00:00-05:00,237.4171905517578,444.7561340332031,194.6653594970703,238.14999389648438,398.0899963378906,673.212646484375,128.9619140625,114.16999816894531,19.799999237060547,221.189208984375,163.0664825439453,58.682960510253906,442.8399963378906,271.33673095703125,358.8163146972656,168.6513214111328,117.44999694824219,971.8300170898438,88.19000244140625,68.06999969482422
2025-01-29 00:00:00-05:00,238.51329040527344,439.9127197265625,194.77499389648438,237.07000732421875,389.1000061035156,675.3690185546875,123.67305755615234,117.3499984741211,19.75,224.1003875732422,161.09776306152344,58.80145263671875,441.67999267578125,274.3494567871094,352.88507080078125,168.80862426757812,116.58999633789062,978.1500244140625,88.76000213623047,66.75
2025-01-30 00:00:00-05:00,236.74954223632812,412.7221374511719,200.21725463867188,234.63999938964844,400.2799987792969,685.8616333007812,124.62285614013672,118.86000061035156,20.010000228881836,253.1531524658203,169.41018676757812,59.70988845825195,446.0,276.8567810058594,342.4879150390625,169.02490234375,119.18000030517578,973.239990234375,89.56999969482422,66.58999633789062
2025-01-31 00:00:00-05:00,235.16519165039062,412.7917785644531,203.35702514648438,237.67999267578125,404.6000061035156,688.0380249023438,120.04385375976562,115.94999694824219,19.43000030517578,250.63406372070312,169.0919952392578,59.838253021240234,437.45001220703125,273.58636474609375,340.6238098144531,170.00799560546875,116.80000305175781,976.760009765625,88.58000183105469,66.8499984741211
2025-02-03 00:00:00-05:00,227.20343017578125,408.6744079589844,200.57608032226562,237.4199981689453,383.67999267578125,696.3042602539062,116.63459777832031,114.2699966430664,19.3799991607666,255.56442260742188,167.6403045654297,60.27272415161133,438.6000061035156,270.11773681640625,338.1715393066406,167.36346435546875,114.38999938964844,978.9400024414062,89.51000213623047,67.29000091552734
2025-02-04 00:00:00-05:00,231.97650146484375,410.116455078125,205.7093505859375,242.05999755859375,392.2099914550781,703.0231323242188,118.62416076660156,119.5,19.290000915527344,259.22052001953125,166.93434143066406,60.56895446777344,440.2300109863281,275.61798095703125,343.0561218261719,170.1161651611328,119.19999694824219,994.8699951171875,77.7249984741211,69.75
2025-02-05 00:00:00-05:00,231.64768981933594,411.0314636230469,190.70826721191406,236.1699981689453,378.1700134277344,703.7020263671875,124.80281829833984,112.01000213623047,19.649999618530273,258.08349609375,170.68287658691406,61.78348922729492,437.6300048828125,280.6524963378906,346.83416748046875,172.8885040283203,121.7300033569336,1011.1099853515625,79.19999694824219,64.4800033569336
2025-02-06 00:00:00-05:00,232.39501953125,413.547607421875,190.97738647460938,238.8300018310547,374.32000732421875,710.8101806640625,128.65196228027344,110.16000366210938,19.3799991607666,248.41885375976562,171.36895751953125,61.48726272583008,435.3999938964844,280.692138671875,329.7680969238281,166.45901489257812,118.58000183105469,1015.6799926757812,78.56999969482422,69.98999786376953
2025-02-07 00:00:00-05:00,226.8247833251953,407.5107727050781,184.73770141601562,229.14999389648438,361.6199951171875,713.3359985351562,129.81170654296875,107.55999755859375,19.100000381469727,247.3406219482422,173.46694946289062,61.48726272583008,433.07000732421875,277.1343078613281,324.80377197265625,165.1219940185547,117.41000366210938,1013.9299926757812,77.30999755859375,74.5999984741211
